ACTIONTYPE,ACTIONDATE,ASSISTANCETYPE,RECORDTYPE,FAIN,AWARDMODIFICATIONAMENDMENTNUM,URI,CORRECTIONLATEDELETEIND,FISCALYEARANDQTRCORRECTION,SAI_NUM,AWARDEEORRECIPIENTLEGALENTITYNAME,AWARDEEORRECIPIENTUNIQUEIDENTIFIER,LEGALENTITYADDRLINE1,LEGALENTITYADDRLINE2,LEGALENTITYADDRLINE3,LEGALENTITYCITYNAME,LEGALENTITYSTATECD,LEGALENTITYZIP5,LEGALENTITYZIPLAST4,LEGALENTITYCOUNTRYCD,LEGALENTITYFOREIGNCITYNAME,LEGALENTITYFOREIGNPROVINCENAME,LEGALENTITYFOREIGNPOSTALCD,LEGALENTITYCONGRESSIONALDISTRICT,BUSINESSTYPES,FUNDINGAGENCYCD,FUNDINGSUBTIERAGENCYCD,FUNDINGOFFICECD,AWARDINGAGENCYCD,AWARDINGSUBTIERAGENCYCD,AWARDINGOFFICECD,CFDA_NUM,PRIMPLACEOFPERFORMANCECD,PRIMPLACEOFPERFORMANCECOUNTRYCD,PRIMPLACEOFPERFORMANCEZIP+4,PRIMPLACEOFPERFORMANCEFOREIGNLOCATIONDESC,PRIMPLACEOFPERFORMANCECONGRESSIONALDISTRICT,AWARDDESC,PERIODOFPERFORMANCESTARTDATE,PERIODOFPERFORMANCECURRENTENDDATE,FEDERALACTIONOBLIGATION,NONFEDERALFUNDINGAMOUNT,FACEVALUEOFDIRECTLOANORLOANGUARANTEE,ORIGINALLOANSUBSIDYCOST,BUSINESSFUNDSINDICATOR
A,20200804,07,2,3246418206,1,,,,SAI Exempt,MISA TRANSPORTATION INC,,PO BOX 633,,,WYANDANCH,NY,11798,0633,USA,,,,02,R,073,7300,732990,073,7300,732990,59.008,NY**103,USA,,,02,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,31600.00,4303.92,NON
A,20200804,07,2,3248038203,1,,,,SAI Exempt,"WALKING TALL TRAINING & CONSULTING, INC.",,16714 PICKETT LANE,,,EAST GARRISON,CA,93933,5218,USA,,,,20,R,073,7300,732990,073,7300,732990,59.008,CA**053,USA,,,20,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,44000.00,5992.80,NON
A,20200804,07,2,3256278205,1,,,,SAI Exempt,"HONEY CREEK LOGGING, INC.",,28378 NORTH UMPQUA HWY,,,IDLEYLD PARK,OR,97447,9709,USA,,,,04,R,073,7300,732990,073,7300,732990,59.008,OR**019,USA,,,04,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,25000.00,3405.00,NON
A,20200804,07,2,3257718208,1,,,,SAI Exempt,HOME TEAM AUTO SALES LLC,,5132 N 116TH ST,,,OMAHA,NE,68164,2071,USA,,,,02,R,073,7300,732990,073,7300,732990,59.008,NE**055,USA,,,02,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,52900.00,7204.98,NON
A,20200804,07,2,3258498205,1,,,,SAI Exempt,"YLMD INVESTMENT, LLC",,1654 GREENFIELD AVE APT 101,,,LOS ANGELES,CA,90025,6878,USA,,,,37,R,073,7300,732990,073,7300,732990,59.008,CA**037,USA,,,37,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,150000.00,20430.00,NON
A,20200804,07,2,3309378205,1,,,,SAI Exempt,OMAR INC,,130 FOE CREEK COURT,,,ROSWELL,GA,30076,4645,USA,,,,06,R,073,7300,732990,073,7300,732990,59.008,GA**121,USA,,,06,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,120000.00,16344.00,NON
A,20200804,07,2,3293318203,1,,,,SAI Exempt,"SHOWSTOPPERS SCHOOL OF BATON AND DANCE, INC.",,34650 MELINZ PARKEWAY,,,EASTLAKE,OH,44095,4052,USA,,,,14,R,073,7300,732990,073,7300,732990,59.008,OH**085,USA,,,14,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,37900.00,5161.98,NON
A,20200804,07,2,3308478209,1,,,,SAI Exempt,JERROD ANDERSON,,2012 G STREET,,,ORD,NE,68862,1050,USA,,,,03,PR,073,7300,732990,073,7300,732990,59.008,NE**175,USA,,,03,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,62000.00,8444.40,NON
A,20200804,07,2,3326668200,1,,,,SAI Exempt,TWINOAKS GUEST HOME LLC,,3242 HONOLULU AVE,,,LA CRESCENTA,CA,91214,3327,USA,,,,28,R,073,7300,732990,073,7300,732990,59.008,CA**037,USA,,,28,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,20000.00,2724.00,NON
A,20200804,07,2,3353488200,1,,,,SAI Exempt,"LAW OFFICES OF DAVID M. WALKER, ESQ. LLC",,1170 PEACHTREE STREET NE SUITE 1200,,,ATLANTA,GA,30309,7673,USA,,,,05,R,073,7300,732990,073,7300,732990,59.008,GA**121,USA,,,05,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,91500.00,12462.30,NON
A,20200804,07,2,3367478209,1,,,,SAI Exempt,IPAX INTERNATIONAL INC,,624 E PARK AVENUE,,,LIBERTYVILLE,IL,60048,2902,USA,,,,10,R,073,7300,732990,073,7300,732990,59.008,IL**097,USA,,,10,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,24000.00,3268.80,NON
A,20200804,07,2,3377778209,1,,,,SAI Exempt,KENYA SAFARI ACROBATS INC,,5604 TOPSAIL CT,,,BROWNS SUMMIT,NC,27214,9120,USA,,,,06,R,073,7300,732990,073,7300,732990,59.008,NC**081,USA,,,06,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,74600.00,10160.52,NON
A,20200804,07,2,3442598200,1,,,,SAI Exempt,DIRECT MAIL BY DESIGN LLC,,1844 BIG SKY ROAD,,,RAMONA,CA,92065,3565,USA,,,,50,R,073,7300,732990,073,7300,732990,59.008,CA**073,USA,,,50,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,25600.00,3486.72,NON
A,20200804,07,2,3413878202,1,,,,SAI Exempt,YOUR BUILDER LLC,,327 WOODSTREAM BLVD,,,STAFFORD,VA,22556,4641,USA,,,,01,R,073,7300,732990,073,7300,732990,59.008,VA**013,USA,,,08,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,121300.00,16521.06,NON
A,20200804,07,2,3436888208,1,,,,SAI Exempt,TABATHA SHAHAN,,1878 Quest Avenue,,,Jefferson,IA,50129,7716,USA,,,,04,PR,073,7300,732990,073,7300,732990,59.008,IA**073,USA,,,04,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,61600.00,8389.92,NON
A,20200804,07,2,3443578207,1,,,,SAI Exempt,"BREWFOODVA, LLC",,1900 GABLERIDGE TURN 302,,,WOODBRIDGE,VA,22191,1984,USA,,,,11,R,073,7300,732990,073,7300,732990,59.008,VA**153,USA,,,11,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,45000.00,6129.00,NON
C,20200813,07,2,3496088206,8,,,,SAI Exempt,KMC NATURALS LIMITED LIABILITY CO.,,3409 N 94TH ST APT 2,,,MILWAUKEE,WI,53222,3562,USA,,,,04,R,073,7300,732990,073,7300,732990,59.008,WI**079,USA,,,04,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,-9300.00,-1266.66,NON
A,20200804,07,2,3496088206,1,,,,SAI Exempt,KMC NATURALS LIMITED LIABILITY CO.,,3409 N 94TH ST APT 2,,,MILWAUKEE,WI,53222,3562,USA,,,,04,R,073,7300,732990,073,7300,732990,59.008,WI**079,USA,,,04,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,19300.00,2628.66,NON
A,20200804,07,2,3506888204,1,,,,SAI Exempt,JAN MCFARLAND,,1650 E NAPA STREET,,,SONOMA,CA,95476,3824,USA,,,,05,PR,073,7300,732990,073,7300,732990,59.008,CA**097,USA,,,05,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,5000.00,681.00,NON
A,20200804,07,2,3512128206,1,,,,SAI Exempt,CITYWIDE HEALTH CORPORATION,,17 WARREN RD STE 20B,,,PIKESVILLE,MD,21208,5334,USA,,,,03,R,073,7300,732990,073,7300,732990,59.008,MD**005,USA,,,03,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,100000.00,13620.00,NON
A,20200804,07,2,3524518202,1,,,,SAI Exempt,"ACOSTA COOPER FORENSIC ACCOUNTING GROUP, PLLC",,4830 JASON,,,HOUSTON,TX,77096,1705,USA,,,,07,R,073,7300,732990,073,7300,732990,59.008,TX**201,USA,,,07,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,36700.00,4998.54,NON
A,20200804,07,2,3541988205,1,,,,SAI Exempt,"LYFE STYLZ SALON, INC",,5321 CLARENDON ROAD,,,BROOKLYN,NY,11203,5332,USA,,,,09,R,073,7300,732990,073,7300,732990,59.008,NY**047,USA,,,09,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,28100.00,3827.22,NON
A,20200805,07,2,3779088206,1,,,,SAI Exempt,KAM N KET LLC,,4191 US HIGHWAY 1,,,MONMOUTH JUNCTION,NJ,08852,1900,USA,,,,12,R,073,7300,732990,073,7300,732990,59.008,NJ**005,USA,,,03,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,111800.00,15227.16,NON
A,20200804,07,2,3553648205,1,,,,SAI Exempt,MACEY GURLEY,,111 WEST BOCKMAN WAY,,,SPARTA,TN,38583,1951,USA,,,,06,PR,073,7300,732990,073,7300,732990,59.008,TN**185,USA,,,06,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,40800.00,5556.96,NON
A,20200805,07,2,3680388202,1,,,,SAI Exempt,ANGEL CARABALLO,,1063 JACARANDA CIR,,,ROCKLEDGE,FL,32955,4177,USA,,,,08,PR,073,7300,732990,073,7300,732990,59.008,FL**009,USA,,,08,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,6200.00,844.44,NON
A,20200805,07,2,3694988206,1,,,,SAI Exempt,TALATI ENTERPRISES INC.,,707 CHICHESTER LN,,,SILVER SPRING,MD,20904,3333,USA,,,,08,R,073,7300,732990,073,7300,732990,59.008,MD**031,USA,,,08,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,105500.00,14369.10,NON
A,20200805,07,2,3705488205,1,,,,SAI Exempt,"THE IMAGE CHICKS, LLC",,3208 HOLLAND ROAD SUITE 111,,,VIRGINIA BEACH,VA,23453,2864,USA,,,,02,R,073,7300,732990,073,7300,732990,59.008,VA**810,USA,,,02,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,16400.00,2233.68,NON
A,20200805,07,2,3784358209,1,,,,SAI Exempt,"KIRKPATRICKS HAIR SALONS, INC.",,17 PEACH LANE,,,CARLISLE,PA,17015,7854,USA,,,,10,R,073,7300,732990,073,7300,732990,59.008,PA**041,USA,,,10,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,24000.00,3268.80,NON
A,20200805,07,2,3815148209,1,,,,SAI Exempt,ATHLETICS SPORTS MEDICINE AND WELLNESS LLC,,2000 N ALAFAYA TRAIL STE 600,,,ORLANDO,FL,32826,4741,USA,,,,07,R,073,7300,732990,073,7300,732990,59.008,FL**095,USA,,,09,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,50600.00,6891.72,NON
A,20200805,07,2,3940678203,1,,,,SAI Exempt,HOWARD CANTEN,,426 HELEN STREET,,,CONWAY,AR,72034,2413,USA,,,,02,PR,073,7300,732990,073,7300,732990,59.008,AR**125,USA,,,02,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,28300.00,3854.46,NON
A,20200805,07,2,3852888207,1,,,,SAI Exempt,"JOY-CPW, INC.",,11 W 84TH ST 4TH FL,,,NEW YORK,NY,10024,4761,USA,,,,10,R,073,7300,732990,073,7300,732990,59.008,NY**061,USA,,,10,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,93500.00,12734.70,NON
A,20200805,07,2,3937958203,1,,,,SAI Exempt,"EVANS WELLNESS, LLC",,3110 WILLIAM FEW PKWY,,,EVANS,GA,30809,7498,USA,,,,12,R,073,7300,732990,073,7300,732990,59.008,GA**073,USA,,,12,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,113900.00,15513.18,NON
A,20200805,07,2,4015058202,1,,,,SAI Exempt,THADDEUS MALONEY,,3104 HURON AVE A,,,OLDSMAR,FL,34677,5721,USA,,,,12,PR,073,7300,732990,073,7300,732990,59.008,FL**103,USA,,,12,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,2200.00,299.64,NON
A,20200805,07,2,4015088200,1,,,,SAI Exempt,ANTHONY CURTIS HOMES LLC,,6907 69TH PL NE,,,MARYSVILLE,WA,98270,7791,USA,,,,02,R,073,7300,732990,073,7300,732990,59.008,WA**061,USA,,,02,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,113300.00,15431.46,NON
A,20200805,07,2,3962268210,1,,,,SAI Exempt,"FAIRWAY TRANSPORTATION, LLC",,6002 BAY HILL CT,,,ROMULUS,MI,48174,6424,USA,,,,13,R,073,7300,732990,073,7300,732990,59.008,MI**163,USA,,,11,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,75000.00,10215.00,NON
A,20200805,07,2,4002308206,1,,,,SAI Exempt,S & R TRUCKING COMPANY LLC,,6821 GARMIN LANE,,,CORDOVA,TN,38018,8849,USA,,,,09,R,073,7300,732990,073,7300,732990,59.008,TN**157,USA,,,09,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,24000.00,3268.80,NON
A,20200805,07,2,4063008203,1,,,,SAI Exempt,LAURA BLASBERG LAW PLLC,,29 WOODFIELD ROAD,,,STONY BROOK,NY,11790,1121,USA,,,,01,R,073,7300,732990,073,7300,732990,59.008,NY**103,USA,,,01,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,60300.00,8212.86,NON
A,20200805,07,2,4093408206,1,,,,SAI Exempt,INTEGRAL SERVICES LLC,,263 SHIPPAN AVE,,,STAMFORD,CT,06902,6008,USA,,,,04,R,073,7300,732990,073,7300,732990,59.008,CT**001,USA,,,04,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,21100.00,2873.82,NON
A,20200805,07,2,4106288207,1,,,,SAI Exempt,H.U.G.G. S FOR INSPIRATIONAL MEN & WOMEN,,446 Belle Valley Drive,,,Nashville,TN,37209,5127,USA,,,,05,MR,073,7300,732990,073,7300,732990,59.008,TN**037,USA,,,05,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,6000.00,817.20,NON
A,20200805,07,2,4104948200,1,,,,SAI Exempt,"TRICO INVESTMENTS, LLC",,1600 CABRILLO AVE,,,TORRANCE,CA,90501,2819,USA,,,,43,R,073,7300,732990,073,7300,732990,59.008,CA**037,USA,,,43,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,18600.00,2533.32,NON
A,20200805,07,2,4105278202,1,,,,SAI Exempt,"AMY MAXWELL COLE ESTHETICS, LLC",,2313 IVY AVE,,,FORT MYERS,FL,33907,4211,USA,,,,19,R,073,7300,732990,073,7300,732990,59.008,FL**071,USA,,,19,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,23300.00,3173.46,NON
A,20200805,07,2,4118568205,1,,,,SAI Exempt,"BOOTLEGGERS BAR AND GRILL, LLC",,5748 MAIN ST,,,NEW PORT RICHEY,FL,34652,2712,USA,,,,12,R,073,7300,732990,073,7300,732990,59.008,FL**101,USA,,,12,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,39900.00,5434.38,NON
A,20200805,07,2,4128878208,1,,,,SAI Exempt,"A&R PARTY TENT RENTALS, INC.",,3 SUAN CT,,,GREENLAWN,NY,11740,2315,USA,,,,03,R,073,7300,732990,073,7300,732990,59.008,NY**103,USA,,,03,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,68100.00,9275.22,NON
A,20200805,07,2,4149468202,1,,,,SAI Exempt,"MR OCALA BUYS HOUSES, LLC",,PO Box 5651,,,OCALA,FL,34478,5651,USA,,,,03,R,073,7300,732990,073,7300,732990,59.008,FL**083,USA,,,11,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,147600.00,20103.12,NON
A,20200805,07,2,4154218202,1,,,,SAI Exempt,PETER NACCARELLI,,507 VIRGIN ISLAND DR,,,WILLIAMSTOWN,NJ,08094,3040,USA,,,,01,PR,073,7300,732990,073,7300,732990,59.008,NJ**015,USA,,,01,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,14000.00,1906.80,NON
A,20200805,07,2,4158228202,1,,,,SAI Exempt,ORENIV ENTERTAINMENT,,8569 LOOKOUT MOUNTAIN AVE,,,LOS ANGELES,CA,90046,1813,USA,,,,28,R,073,7300,732990,073,7300,732990,59.008,CA**037,USA,,,28,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,135000.00,18387.00,NON
A,20200806,07,2,4168098204,1,,,,SAI Exempt,STEPHEN SCHUMACHER,,18727 REAL RIDGE,,,SAN ANTONIO,TX,78256,1908,USA,,,,23,PR,073,7300,732990,073,7300,732990,59.008,TX**029,USA,,,23,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,3200.00,435.84,NON
C,20201014,07,2,4168098204,9,,,,SAI Exempt,STEPHEN SCHUMACHER,,18727 REAL RIDGE,,,SAN ANTONIO,TX,78256,1908,USA,,,,23,PR,073,7300,732990,073,7300,732990,59.008,TX**029,USA,,,23,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,-3200.00,-435.84,NON
A,20200806,07,2,4170978207,1,,,,SAI Exempt,"SOJOURN MANAGEMENT, INC.",,6272 LAMBDA DR,,,SAN DIEGO,CA,92120,4606,USA,,,,53,R,073,7300,732990,073,7300,732990,59.008,CA**073,USA,,,53,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,18100.00,2465.22,NON
A,20200806,07,2,4186328205,1,,,,SAI Exempt,CHRISTINA BILLIE,,108 SHERMAN ST APT C,,,THOMASVILLE,NC,27360,4842,USA,,,,13,PR,073,7300,732990,073,7300,732990,59.008,NC**057,USA,,,13,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,600.00,81.72,NON
A,20200806,07,2,4308818209,1,,,,SAI Exempt,PZ VIDEO PRODUCTIONS INC,,11505 NAIRN FARMHOUSE CT,,,WHEATON,MD,20902,2945,USA,,,,08,R,073,7300,732990,073,7300,732990,59.008,MD**031,USA,,,08,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,107500.00,14641.50,NON
A,20200806,07,2,4301268207,1,,,,SAI Exempt,ONTHEMARK USA INC.,,72-3632 A MAMALAHOA HWY,,,KAILUA KONA,HI,96740,1300,USA,,,,02,R,073,7300,732990,073,7300,732990,59.008,HI**001,USA,,,02,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,97100.00,13225.02,NON
A,20200806,07,2,4308328204,1,,,,SAI Exempt,"ROBYN ICENHOWER & ASSOCIATES, INC.",,2821 BORDER LINKS DR,,,VISALIA,CA,93291,4216,USA,,,,22,R,073,7300,732990,073,7300,732990,59.008,CA**107,USA,,,22,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,150000.00,20430.00,NON
A,20200806,07,2,4314898207,1,,,,SAI Exempt,MARK STEVENS,,2606 WEST MAIN STREET,,,RUSSELLVILLE,AR,72801,2535,USA,,,,03,PR,073,7300,732990,073,7300,732990,59.008,AR**115,USA,,,03,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,53100.00,7232.22,NON
A,20200806,07,2,4320738201,1,,,,SAI Exempt,JANE NGUYEN,,8936 WEST BOWLES AVE UNIT C,,,LITTLETON,CO,80123,8617,USA,,,,01,PR,073,7300,732990,073,7300,732990,59.008,CO**059,USA,,,01,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,75000.00,10215.00,NON
A,20200806,07,2,4323458206,1,,,,SAI Exempt,SETH FINKELSTEIN,,160 E ORCHARD STREET,,,ALLENDALE,NJ,07401,2237,USA,,,,05,PR,073,7300,732990,073,7300,732990,59.008,NJ**003,USA,,,05,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,24000.00,3268.80,NON
A,20200806,07,2,4325958207,1,,,,SAI Exempt,EXPLORE INC.,,3062 MCCALL BLVD,,,STATESBORO,GA,30461,4920,USA,,,,12,R,073,7300,732990,073,7300,732990,59.008,GA**031,USA,,,12,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,125000.00,17025.00,NON
A,20200806,07,2,4331088202,1,,,,SAI Exempt,KENDALL INMAN,,6614 GENSTAR LN,,,DALLAS,TX,75252,5445,USA,,,,03,PR,073,7300,732990,073,7300,732990,59.008,TX**085,USA,,,03,TO PROVIDE LOANS TO RESTORE AS NEARLY AS POSSIBLE THE VICTIMS OF ECONOMIC INJURY TYPE DISASTERS TO PRE-DISASTER CONDITIONS,,,,,75000.00,10215.00,NON
